external_id,name,category,subcategory,city,state,country,latitude,longitude,description,tags,avg_cost,avg_rating,crowd_level,popularity_score,is_outdoor,opening_hours,best_season,created_at,updated_at,last_synced
,Marine Drive - Site 100,HISTORICAL,,Mumbai,Maharashtra,India,19.013519,72.891626,"Marine Drive is a notable historical attraction in Mumbai, Maharashtra. Popular for adventure, spiritual, water-sports.","{""adventure"",""spiritual"",""water-sports""}",,3.8,MEDIUM,7.6,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Narsobawadi (nearby) - Site 101,HISTORICAL,,Kolhapur,Maharashtra,India,16.772148,74.26305,"Narsobawadi (nearby) is a notable historical attraction in Kolhapur, Maharashtra. Popular for wildlife, nature, photography.","{""wildlife"",""nature"",""photography""}",,4.1,MEDIUM,8.2,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Bhairavgad - Site 102,HISTORICAL,,Raigad,Maharashtra,India,18.596598,72.92824,"Bhairavgad is a notable historical attraction in Raigad, Maharashtra. Popular for nature, trekking, spiritual.","{""nature"",""trekking"",""spiritual""}",,4.1,LOW,8.2,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Phaltan (heritage) - Site 103,HISTORICAL,,Mumbai,Maharashtra,India,19.188578,72.837739,"Phaltan (heritage) is a notable historical attraction in Mumbai, Maharashtra. Popular for adventure, family-friendly, water-sports.","{""adventure"",""family-friendly"",""water-sports""}",,3.8,HIGH,7.6,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Marine Drive - Site 104,HISTORICAL,,Mumbai,Maharashtra,India,19.227992,72.82428,"Marine Drive is a notable historical attraction in Mumbai, Maharashtra. Popular for nature, photography, heritage.","{""nature"",""photography"",""heritage""}",,4.2,HIGH,8.4,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Pandavleni Caves - Site 105,HISTORICAL,,Nashik,Maharashtra,India,19.863432,73.776062,"Pandavleni Caves is a notable historical attraction in Nashik, Maharashtra. Popular for family-friendly, wildlife, heritage.","{""family-friendly"",""wildlife"",""heritage""}",,4.2,MEDIUM,8.4,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Jaigad Fort - Site 106,FORT,,Ratnagiri,Maharashtra,India,17.049433,73.479395,"Jaigad Fort is a notable fort attraction in Ratnagiri, Maharashtra. Popular for relaxation, adventure, wildlife.","{""relaxation"",""adventure"",""wildlife""}",,4.1,MEDIUM,8.2,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Vijaydurg Fort - Site 107,FORT,,Nagpur,Maharashtra,India,21.237085,79.181774,"Vijaydurg Fort is a notable fort attraction in Nagpur, Maharashtra. Popular for adventure, heritage, trekking.","{""adventure"",""heritage"",""trekking""}",,4.3,LOW,8.6,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Dagadusheth Halwai Ganapati Temple - Site 108,RELIGIOUS,,Pune,Maharashtra,India,18.48054,73.721373,"Dagadusheth Halwai Ganapati Temple is a notable religious attraction in Pune, Maharashtra. Popular for wildlife, nature, heritage.","{""wildlife"",""nature"",""heritage""}",,4.3,HIGH,8.6,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Kadgaon (local heritage) - Site 109,HISTORICAL,,Kolhapur,Maharashtra,India,16.713195,74.261928,"Kadgaon (local heritage) is a notable historical attraction in Kolhapur, Maharashtra. Popular for nature, adventure, water-sports.","{""nature"",""adventure"",""water-sports""}",,4,HIGH,8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Siddheshwar Temple Solapur - Site 110,RELIGIOUS,,Sindhudurg,Maharashtra,India,16.195751,73.527473,"Siddheshwar Temple Solapur is a notable religious attraction in Sindhudurg, Maharashtra. Popular for adventure, photography, trekking.","{""adventure"",""photography"",""trekking""}",,4.4,MEDIUM,8.8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Harishchandragad - Site 111,HISTORICAL,,Nagpur,Maharashtra,India,21.131092,79.103798,"Harishchandragad is a notable historical attraction in Nagpur, Maharashtra. Popular for heritage, photography, adventure.","{""heritage"",""photography"",""adventure""}",,3.9,MEDIUM,7.8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Bibi Ka Maqbara (already) - Site 112,HISTORICAL,,Sindhudurg,Maharashtra,India,16.016464,73.857683,"Bibi Ka Maqbara (already) is a notable historical attraction in Sindhudurg, Maharashtra. Popular for trekking, heritage, relaxation.","{""trekking"",""heritage"",""relaxation""}",,4.4,LOW,8.8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Ajanta (already) - Site 113,HISTORICAL,,Mumbai,Maharashtra,India,19.193082,72.827258,"Ajanta (already) is a notable historical attraction in Mumbai, Maharashtra. Popular for adventure, spiritual, wildlife.","{""adventure"",""spiritual"",""wildlife""}",,4.3,LOW,8.6,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Shirdi Sai Baba Temple - Site 114,RELIGIOUS,,Mumbai,Maharashtra,India,19.279566,72.820303,"Shirdi Sai Baba Temple is a notable religious attraction in Mumbai, Maharashtra. Popular for nature, trekking, adventure.","{""nature"",""trekking"",""adventure""}",,4.4,MEDIUM,8.8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Bhimashankar Wildlife Sanctuary - Site 115,WILDLIFE,,Raigad,Maharashtra,India,18.62897,72.931154,"Bhimashankar Wildlife Sanctuary is a notable wildlife attraction in Raigad, Maharashtra. Popular for photography, nature, water-sports.","{""photography"",""nature"",""water-sports""}",,3.7,MEDIUM,7.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Bund Garden - Site 116,NATURE,,Pune,Maharashtra,India,18.687035,73.943275,"Bund Garden is a notable nature attraction in Pune, Maharashtra. Popular for family-friendly, heritage, wildlife.","{""family-friendly"",""heritage"",""wildlife""}",,3.8,LOW,7.6,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Panchakki - Site 117,HISTORICAL,,Aurangabad,Maharashtra,India,19.83102,75.296521,"Panchakki is a notable historical attraction in Aurangabad, Maharashtra. Popular for trekking, nature, adventure.","{""trekking"",""nature"",""adventure""}",,4,MEDIUM,8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Maharajbagh Zoo - Site 118,HISTORICAL,,Nagpur,Maharashtra,India,21.130883,79.147427,"Maharajbagh Zoo is a notable historical attraction in Nagpur, Maharashtra. Popular for relaxation, adventure, water-sports.","{""relaxation"",""adventure"",""water-sports""}",,4.1,HIGH,8.2,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Rankala Lake - Site 119,NATURE,,Kolhapur,Maharashtra,India,16.664957,74.218468,"Rankala Lake is a notable nature attraction in Kolhapur, Maharashtra. Popular for water-sports, nature, relaxation.","{""water-sports"",""nature"",""relaxation""}",,4,LOW,8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Tadoba Andhari Tiger Reserve - Site 120,WILDLIFE,,Solapur,Maharashtra,India,17.600785,75.994015,"Tadoba Andhari Tiger Reserve is a notable wildlife attraction in Solapur, Maharashtra. Popular for relaxation, heritage, trekking.","{""relaxation"",""heritage"",""trekking""}",,3.7,MEDIUM,7.4,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Ashtavinayak circuit sites - Site 121,HISTORICAL,,Pune,Maharashtra,India,18.662553,73.815692,"Ashtavinayak circuit sites is a notable historical attraction in Pune, Maharashtra. Popular for water-sports, photography, adventure.","{""water-sports"",""photography"",""adventure""}",,3.8,MEDIUM,7.6,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Murud-Janjira Fort - Site 122,FORT,,Nagpur,Maharashtra,India,21.171326,79.036872,"Murud-Janjira Fort is a notable fort attraction in Nagpur, Maharashtra. Popular for trekking, adventure, family-friendly.","{""trekking"",""adventure"",""family-friendly""}",,4.1,MEDIUM,8.2,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Ellora (already) - Site 123,HISTORICAL,,Satara,Maharashtra,India,17.823942,74.229997,"Ellora (already) is a notable historical attraction in Satara, Maharashtra. Popular for relaxation, adventure, heritage.","{""relaxation"",""adventure"",""heritage""}",,4.3,LOW,8.6,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Rajiv Gandhi Zoological Park - Site 124,HISTORICAL,,Pune,Maharashtra,India,18.580165,73.889311,"Rajiv Gandhi Zoological Park is a notable historical attraction in Pune, Maharashtra. Popular for water-sports, relaxation, nature.","{""water-sports"",""relaxation"",""nature""}",,4.4,LOW,8.8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Ramkund - Site 125,HISTORICAL,,Nashik,Maharashtra,India,20.150462,73.966365,"Ramkund is a notable historical attraction in Nashik, Maharashtra. Popular for water-sports, trekking, relaxation.","{""water-sports"",""trekking"",""relaxation""}",,3.8,HIGH,7.6,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Gangapur Dam - Site 126,NATURE,,Nashik,Maharashtra,India,20.149164,73.944995,"Gangapur Dam is a notable nature attraction in Nashik, Maharashtra. Popular for heritage, family-friendly, water-sports.","{""heritage"",""family-friendly"",""water-sports""}",,4.2,HIGH,8.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Gangapur Dam - Site 127,NATURE,,Nashik,Maharashtra,India,19.959518,73.992615,"Gangapur Dam is a notable nature attraction in Nashik, Maharashtra. Popular for nature, trekking, photography.","{""nature"",""trekking"",""photography""}",,3.7,MEDIUM,7.4,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Mahabaleshwar - Site 128,HILL STATION,,Mumbai,Maharashtra,India,19.107231,72.864845,"Mahabaleshwar is a notable hill station attraction in Mumbai, Maharashtra. Popular for relaxation, nature, adventure.","{""relaxation"",""nature"",""adventure""}",,4.3,HIGH,8.6,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Panchakki - Site 129,HISTORICAL,,Aurangabad,Maharashtra,India,19.790111,75.393941,"Panchakki is a notable historical attraction in Aurangabad, Maharashtra. Popular for heritage, wildlife, water-sports.","{""heritage"",""wildlife"",""water-sports""}",,3.8,MEDIUM,7.6,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Karnala Fort - Site 130,FORT,,Nashik,Maharashtra,India,19.912339,73.730216,"Karnala Fort is a notable fort attraction in Nashik, Maharashtra. Popular for spiritual, adventure, photography.","{""spiritual"",""adventure"",""photography""}",,4.3,MEDIUM,8.6,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Rajmachi Fort (nearby) - Site 131,FORT,,Pune,Maharashtra,India,18.604258,73.933337,"Rajmachi Fort (nearby) is a notable fort attraction in Pune, Maharashtra. Popular for family-friendly, photography, heritage.","{""family-friendly"",""photography"",""heritage""}",,4.1,LOW,8.2,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Sinhagad Fort - Site 132,FORT,,Pune,Maharashtra,India,18.547749,73.909531,"Sinhagad Fort is a notable fort attraction in Pune, Maharashtra. Popular for trekking, family-friendly, heritage.","{""trekking"",""family-friendly"",""heritage""}",,4.4,LOW,8.8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Vengurla (already) - Site 133,HISTORICAL,,Raigad,Maharashtra,India,18.370629,72.89004,"Vengurla (already) is a notable historical attraction in Raigad, Maharashtra. Popular for family-friendly, heritage, nature.","{""family-friendly"",""heritage"",""nature""}",,4.2,LOW,8.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Kolaba Fort Alibaug - Site 134,BEACH,,Mumbai,Maharashtra,India,18.97809,72.908099,"Kolaba Fort Alibaug is a notable beach attraction in Mumbai, Maharashtra. Popular for nature, trekking, heritage.","{""nature"",""trekking"",""heritage""}",,4.1,MEDIUM,8.2,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Dajipur Wildlife Sanctuary - Site 135,WILDLIFE,,Kolhapur,Maharashtra,India,16.879074,74.236043,"Dajipur Wildlife Sanctuary is a notable wildlife attraction in Kolhapur, Maharashtra. Popular for nature, wildlife, adventure.","{""nature"",""wildlife"",""adventure""}",,4.1,LOW,8.2,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Pataleshwar Cave Temple - Site 136,HISTORICAL,,Pune,Maharashtra,India,18.567623,73.819977,"Pataleshwar Cave Temple is a notable historical attraction in Pune, Maharashtra. Popular for family-friendly, trekking, relaxation.","{""family-friendly"",""trekking"",""relaxation""}",,4.5,LOW,9,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Shani Shingnapur Temple - Site 137,RELIGIOUS,,Raigad,Maharashtra,India,18.521715,73.301093,"Shani Shingnapur Temple is a notable religious attraction in Raigad, Maharashtra. Popular for family-friendly, relaxation, spiritual.","{""family-friendly"",""relaxation"",""spiritual""}",,3.9,HIGH,7.8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Brahmagiri (vishrambaug) - Site 138,HISTORICAL,,Nashik,Maharashtra,India,19.854421,73.883945,"Brahmagiri (vishrambaug) is a notable historical attraction in Nashik, Maharashtra. Popular for spiritual, trekking, relaxation.","{""spiritual"",""trekking"",""relaxation""}",,4.1,LOW,8.2,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Murud-Janjira Fort - Site 139,FORT,,Nagpur,Maharashtra,India,21.08931,79.151913,"Murud-Janjira Fort is a notable fort attraction in Nagpur, Maharashtra. Popular for water-sports, wildlife, family-friendly.","{""water-sports"",""wildlife"",""family-friendly""}",,4.1,MEDIUM,8.2,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Dapoli beaches - Site 140,BEACH,,Nashik,Maharashtra,India,20.174335,73.751581,"Dapoli beaches is a notable beach attraction in Nashik, Maharashtra. Popular for family-friendly, adventure, wildlife.","{""family-friendly"",""adventure"",""wildlife""}",,4.3,LOW,8.6,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Kaas Plateau - Site 141,HISTORICAL,,Nagpur,Maharashtra,India,21.127674,78.971955,"Kaas Plateau is a notable historical attraction in Nagpur, Maharashtra. Popular for adventure, trekking, family-friendly.","{""adventure"",""trekking"",""family-friendly""}",,4.4,LOW,8.8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Kalsubai Peak - Site 142,HISTORICAL,,Satara,Maharashtra,India,17.621303,73.919488,"Kalsubai Peak is a notable historical attraction in Satara, Maharashtra. Popular for heritage, relaxation, water-sports.","{""heritage"",""relaxation"",""water-sports""}",,4.3,MEDIUM,8.6,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Pandavleni Caves - Site 143,HISTORICAL,,Nashik,Maharashtra,India,19.813757,73.951825,"Pandavleni Caves is a notable historical attraction in Nashik, Maharashtra. Popular for adventure, wildlife, family-friendly.","{""adventure"",""wildlife"",""family-friendly""}",,4.3,LOW,8.6,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Pune Railway Station area - Site 144,HISTORICAL,,Pune,Maharashtra,India,18.420013,73.742248,"Pune Railway Station area is a notable historical attraction in Pune, Maharashtra. Popular for trekking, spiritual, water-sports.","{""trekking"",""spiritual"",""water-sports""}",,4.4,LOW,8.8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Rock Garden Malvan - Site 145,NATURE,,Sindhudurg,Maharashtra,India,16.122979,73.762767,"Rock Garden Malvan is a notable nature attraction in Sindhudurg, Maharashtra. Popular for heritage, relaxation, water-sports.","{""heritage"",""relaxation"",""water-sports""}",,3.7,MEDIUM,7.4,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Futala Lake - Site 146,NATURE,,Nagpur,Maharashtra,India,21.094072,79.193294,"Futala Lake is a notable nature attraction in Nagpur, Maharashtra. Popular for spiritual, photography, heritage.","{""spiritual"",""photography"",""heritage""}",,4.3,MEDIUM,8.6,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Joshi's Museum of Miniature Railway - Site 147,MUSEUM,,Pune,Maharashtra,India,18.639796,73.788991,"Joshi's Museum of Miniature Railway is a notable museum attraction in Pune, Maharashtra. Popular for family-friendly, nature, spiritual.","{""family-friendly"",""nature"",""spiritual""}",,4.4,HIGH,8.8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Gateway of India - Site 148,HISTORICAL,,Mumbai,Maharashtra,India,18.968297,72.88346,"Gateway of India is a notable historical attraction in Mumbai, Maharashtra. Popular for relaxation, photography, family-friendly.","{""relaxation"",""photography"",""family-friendly""}",,4.4,LOW,8.8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Ellora Caves (already) - Site 149,HISTORICAL,,Satara,Maharashtra,India,17.810068,74.013434,"Ellora Caves (already) is a notable historical attraction in Satara, Maharashtra. Popular for photography, wildlife, trekking.","{""photography"",""wildlife"",""trekking""}",,4.4,MEDIUM,8.8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Futala Lake - Site 150,NATURE,,Nagpur,Maharashtra,India,21.225609,78.991593,"Futala Lake is a notable nature attraction in Nagpur, Maharashtra. Popular for trekking, water-sports, wildlife.","{""trekking"",""water-sports"",""wildlife""}",,3.9,HIGH,7.8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Tarkarli Beach - Site 151,BEACH,,Sindhudurg,Maharashtra,India,16.356929,73.846235,"Tarkarli Beach is a notable beach attraction in Sindhudurg, Maharashtra. Popular for family-friendly, photography, trekking.","{""family-friendly"",""photography"",""trekking""}",,4.6,LOW,9.2,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Haji Ali Dargah - Site 152,RELIGIOUS,,Mumbai,Maharashtra,India,19.278345,72.913548,"Haji Ali Dargah is a notable religious attraction in Mumbai, Maharashtra. Popular for family-friendly, spiritual, heritage.","{""family-friendly"",""spiritual"",""heritage""}",,4.1,MEDIUM,8.2,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Maharajbagh Zoo - Site 153,HISTORICAL,,Nagpur,Maharashtra,India,21.1417,79.021491,"Maharajbagh Zoo is a notable historical attraction in Nagpur, Maharashtra. Popular for heritage, water-sports, photography.","{""heritage"",""water-sports"",""photography""}",,4.1,HIGH,8.2,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Grishneshwar Temple - Site 154,RELIGIOUS,,Aurangabad,Maharashtra,India,19.813079,75.474529,"Grishneshwar Temple is a notable religious attraction in Aurangabad, Maharashtra. Popular for spiritual, photography, relaxation.","{""spiritual"",""photography"",""relaxation""}",,4.4,MEDIUM,8.8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Sindhudurg Fort - Site 155,FORT,,Sindhudurg,Maharashtra,India,16.077318,73.780613,"Sindhudurg Fort is a notable fort attraction in Sindhudurg, Maharashtra. Popular for adventure, wildlife, photography.","{""adventure"",""wildlife"",""photography""}",,4.2,HIGH,8.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,National War Museum (Pune) - Site 156,MUSEUM,,Pune,Maharashtra,India,18.556425,73.89048,"National War Museum (Pune) is a notable museum attraction in Pune, Maharashtra. Popular for spiritual, trekking, photography.","{""spiritual"",""trekking"",""photography""}",,4.6,MEDIUM,9.2,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Pandavleni Caves - Site 157,HISTORICAL,,Nashik,Maharashtra,India,20.09363,73.955083,"Pandavleni Caves is a notable historical attraction in Nashik, Maharashtra. Popular for water-sports, photography, heritage.","{""water-sports"",""photography"",""heritage""}",,4.5,MEDIUM,9,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Anjaneri - Site 158,HISTORICAL,,Nashik,Maharashtra,India,20.100236,73.860912,"Anjaneri is a notable historical attraction in Nashik, Maharashtra. Popular for relaxation, water-sports, adventure.","{""relaxation"",""water-sports"",""adventure""}",,3.8,MEDIUM,7.6,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Pench National Park (MH) - Site 159,WILDLIFE,,Raigad,Maharashtra,India,18.514531,72.958767,"Pench National Park (MH) is a notable wildlife attraction in Raigad, Maharashtra. Popular for spiritual, adventure, relaxation.","{""spiritual"",""adventure"",""relaxation""}",,4.3,MEDIUM,8.6,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Ellora UNESCO complex - Site 160,HISTORICAL,,Aurangabad,Maharashtra,India,20.033511,75.229792,"Ellora UNESCO complex is a notable historical attraction in Aurangabad, Maharashtra. Popular for heritage, spiritual, adventure.","{""heritage"",""spiritual"",""adventure""}",,4.5,LOW,9,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Kalaram Temple - Site 161,RELIGIOUS,,Nashik,Maharashtra,India,20.150005,73.985627,"Kalaram Temple is a notable religious attraction in Nashik, Maharashtra. Popular for spiritual, water-sports, wildlife.","{""spiritual"",""water-sports"",""wildlife""}",,4.2,MEDIUM,8.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Ellora Caves - Site 162,HISTORICAL,,Aurangabad,Maharashtra,India,19.899971,75.42258,"Ellora Caves is a notable historical attraction in Aurangabad, Maharashtra. Popular for relaxation, adventure, nature.","{""relaxation"",""adventure"",""nature""}",,4.6,MEDIUM,9.2,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Ellora Caves - Site 163,HISTORICAL,,Aurangabad,Maharashtra,India,19.840571,75.253572,"Ellora Caves is a notable historical attraction in Aurangabad, Maharashtra. Popular for heritage, nature, spiritual.","{""heritage"",""nature"",""spiritual""}",,4.7,LOW,9.4,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Raigad Fort - Site 164,FORT,,Amravati,Maharashtra,India,21.106157,77.562165,"Raigad Fort is a notable fort attraction in Amravati, Maharashtra. Popular for wildlife, spiritual, trekking.","{""wildlife"",""spiritual"",""trekking""}",,4.2,LOW,8.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Worli Fort - Site 165,FORT,,Mumbai,Maharashtra,India,18.939829,72.784148,"Worli Fort is a notable fort attraction in Mumbai, Maharashtra. Popular for nature, wildlife, photography.","{""nature"",""wildlife"",""photography""}",,4.1,MEDIUM,8.2,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Bhawani Mandap - Site 166,HISTORICAL,,Kolhapur,Maharashtra,India,16.811619,74.222854,"Bhawani Mandap is a notable historical attraction in Kolhapur, Maharashtra. Popular for heritage, photography, family-friendly.","{""heritage"",""photography"",""family-friendly""}",,4.1,LOW,8.2,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,New Palace (Shahu Museum) - Site 167,MUSEUM,,Kolhapur,Maharashtra,India,16.891266,74.150058,"New Palace (Shahu Museum) is a notable museum attraction in Kolhapur, Maharashtra. Popular for photography, adventure, spiritual.","{""photography"",""adventure"",""spiritual""}",,4.4,LOW,8.8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Rankala Lake - Site 168,NATURE,,Kolhapur,Maharashtra,India,16.89944,74.305275,"Rankala Lake is a notable nature attraction in Kolhapur, Maharashtra. Popular for adventure, photography, spiritual.","{""adventure"",""photography"",""spiritual""}",,4.1,HIGH,8.2,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Khandala Viewpoint - Site 169,HISTORICAL,,Kolhapur,Maharashtra,India,16.688617,74.382335,"Khandala Viewpoint is a notable historical attraction in Kolhapur, Maharashtra. Popular for relaxation, spiritual, nature.","{""relaxation"",""spiritual"",""nature""}",,4,LOW,8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Bhimashankar Wildlife Sanctuary - Site 170,WILDLIFE,,Raigad,Maharashtra,India,18.783718,73.273823,"Bhimashankar Wildlife Sanctuary is a notable wildlife attraction in Raigad, Maharashtra. Popular for water-sports, spiritual, photography.","{""water-sports"",""spiritual"",""photography""}",,4,MEDIUM,8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
